X,Y,OBJECTID,stop_id,stop_name,stop_desc,stop_lat,stop_lon,POINT_X,POINT_Y,trip_id,stop_sequence,Time_Hour,offset,Notes,Trash,Sign,MPH,time_point,Arrive,Depart,Jurisdiction,Pullout,trip_direction,location_type,STOPTYPE,ROTATION
-108.582433191,39.096905657,228,S216,Blichmann Avenue east of Hollingsworth Street (Xcel Energy),No,39.09690566,-108.58243319,709068.32602987,4330312.89387127,RT7,18,:25 - :35,N, , ,Yes,30,No,,,City, ,Out,0,Intermediate,0
-108.582021313,39.096773123,229,S238,Blichmann Avenue east of Hollingsworth Street (Excel Energy),No,39.09677312,-108.58202131,709104.34091636,4330299.13203453,RT7,26,:45 - :55,S, , ,Yes,30,No,,,City, ,In,0,Intermediate,180
-108.602078353,39.090466206,230,S284,Mesa Mall at Cabelas (no sign),No,39.09046621,-108.60207835,707388.10367613,4329553.10540871,RT11,16,:45 - :55,NW, ,No,Yes,30,No,,,Private,No,In,0,Intermediate,-45
-108.587984024,39.0967777650001,231,S345,Blichmann Avenue east of 25 Road (Western Colorado Community College Inbound),Bench/Private,39.09677777,-108.58798402,708588.61501282,4330285.93100713,RT7,25,:45 - :55,S, , ,Yes,30,No,,,City,No,In,0,Intermediate,180
-108.559153385,39.067388781,232,S365,Main Street east of 8th Street (Ratekin Towers),No,39.06738878,-108.55915338,711169.82870829,4327090.57958148,RT1,46,:55 ,N, ,No,Yes,30,Yes,1899/12/30 05:55:01+00,1899/12/30 05:55:01+00,City, ,In,0,Intermediate,0
-108.552330533,39.069773614,233,S369,12th Street south of Grand Avenue,No,39.06977361,-108.55233053,711753.05095619,4327371.16218284,RT1,11,:15-:25,E, ,No,Yes,30,No,,,City, ,Out,0,Intermediate,90
-108.554501811,39.0673879830001,234,S376,Main Street west of 11th Street,No,39.06738798,-108.55450181,711572.31269396,4327101.31386664,RT1,45,:45-:55 ,N, ,No,Yes,30,No,,,City, ,In,0,Intermediate,0
-108.592148748,39.0954016740001,235,S416,F 1/4 Road west of Mesa Canyon Lane,No,39.09540167,-108.59214875,708232.46037422,4330123.63408959,RT7,24,:45 - :55,S, , ,Yes,30,No,,,City, ,In,0,Intermediate,180
-108.587989778,39.0969126420001,236,S417,Blichmann Avenue east of 25 Road (Western Colorado Community College Outbound),Bench/Shelter/Private,39.09691264,-108.58798978,708587.71969176,4330300.88819324,RT7,19,:35,N, , ,Yes,30,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,City, ,Out,0,Intermediate,0
-108.592153562,39.0955362620001,237,S425,F 1/4 Road west of Zenith Lane,Bench,39.09553626,-108.59215356,708231.64787645,4330138.56139997,RT7,20,:35 - :45,N, dirt preventing safe ADA accessibility , ,Yes,30,No,,,City, ,Out,0,Intermediate,0
-108.61446486,39.1062562700001,238,S427,G Road at Community Hospital,Bench/Shelter,39.10625627,-108.61446486,706270.66298279,4331277.47225941,RT8,34,:25 - :35,S, , Yes,Yes,35,No,,,City, Yes,In,0,Intermediate,180
-108.597854873,39.0929541260001,239,S478,West Transfer Facility,Bench/Shelter,39.09295413,-108.59785487,707746.11778253,4329838.90179178,RT7,22,:45,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 05:40:01+00,1899/12/30 05:45:01+00,City,No,In,1,Transfer,0
-108.563595124,39.0632116200001,240,S87,Downtown Transfer Facility (6th Street and South Avenue) ,Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT7,40,:05,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 06:05:01+00,1899/12/30 06:05:01+00,City,Yes,In,1,Transfer,0
-108.738331207,39.151517244,241,S293,Highway 340 south of Jurassic Avenue (Dinosaur Museum),No,39.15151724,-108.73833121,695433.89636628,4336026.89196314,RT8,22,:05 - :15,W, , ,Yes,25,No,,,CDOT, ,Out,0,Intermediate,-90
-108.719615292,39.1636706730001,242,S296,Pine Street south of Ottley Avenue,Bench,39.16367067,-108.71961529,697017.41874551,4337416.32517187,RT8,17,:55 - :05,E, , ,Yes,45,No,,,Fruita, ,Out,0,Intermediate,90
-108.719600892,39.1570442510001,243,S297,Pine Street north of Carolina Avenue,Bench,39.15704425,-108.71960089,697037.15826304,4336680.87592034,RT8,15,:55 - :05,E, , ,Yes,90,No,,,Fruita, ,Out,0,Intermediate,90
-108.718438302,39.148031937,244,S298,Highway 6 and 50 east of Pine Street (Fruita High School),Bench/Shelter/Private,39.14803194,-108.7184383,697162.78543579,4335683.10794504,RT8,13,:55 - :05,NE, ,Yes,Yes,90,No,,,County/CDOT,Yes,Out,0,Intermediate,26
-108.719627637,39.159253934,245,S299,Pine Street north of Aspen Avenue,No,39.15925393,-108.71962764,697028.67990349,4336926.07509572,RT8,16,:55 - :05,E, , ,Yes,90,No,,,Fruita, ,Out,0,Intermediate,90
-108.719569251,39.152889009,246,S300,Pine Street south of Kiefer Avenue (Dollar General) ,No,39.15288901,-108.71956925,697051.48910575,4336219.74593727,RT8,14,:55 - :05,E, , ,Yes,90,No,,,Fruita, ,Out,0,Intermediate,90
-108.642384866,39.1099644700001,247,S308,Highway 6 and 50 south of I-70  (Red Roof Inn),No,39.10996447,-108.64238487,703845.52511325,4331625.98123042,RT8,9,:45 - :55,NE, , ,Yes,80,No,,,City/CDOT, ,Out,0,Intermediate,56
-108.719812025,39.1564938440001,248,S306,Pine Street north of Carolina Avenue,No,39.15649384,-108.71981202,697020.44941572,4336619.32630207,RT8,28,:15 - :25,W, , ,Yes,30,No,,,Fruita, ,In,0,Intermediate,-90
-108.719809142,39.1528929730001,249,S307,Pine Street north of Kiefer Avenue,No,39.15289297,-108.71980914,697030.74684087,4336219.66460722,RT8,29,:15 - :25,W, , ,Yes,30,No,,,Fruita, ,In,0,Intermediate,-90
-108.738423573,39.161800026,250,S314,Coulson Street at Independence Village,Bench,39.16180003,-108.73842357,695397.45290489,4337167.99706411,RT8,20,:05,W, , ,Yes,25,Yes,1899/12/30 05:05:01+00,1899/12/30 05:05:01+00,Fruita, ,Out,0,Intermediate,-90
-108.729246844,39.1588023840001,251,S315,Aspen Street east of Elm Street (Chamber Of Commerce),Bench,39.15880238,-108.72924684,696198.7272504,4336855.09914222,RT8,26,:15,S, grass preventing safe ADA accessibility , ,Yes,25,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,Fruita, ,In,0,Intermediate,180
-108.719808197,39.1497242630001,252,S317,Pine Street north of Highway 6 And 50 (Car Wash),No,39.14972426,-108.7198082,697039.67026829,4335867.96541115,RT8,30,:15 - :25,W, , ,Yes,30,No,,,Fruita,No,In,0,Intermediate,-90
-108.724276321,39.164401663,253,S354,Ottley Avenue east of Sycamore Street,No,39.16440166,-108.72427632,696612.64225881,4337487.3413077,RT8,18,:55 - :05,N, , ,Yes,25,No,,,Fruita, ,Out,0,Intermediate,0
-108.72850956,39.1644065150001,254,S358,Ottley Avenue east of Maple Street,No,39.16440652,-108.72850956,696246.85616733,4337478.7083353,RT8,19,:55 - :05,N, , ,Yes,25,No,,,Fruita, ,Out,0,Intermediate,0
-108.734789736,39.1520533890001,255,S460,Kokopelli Boulevard north of Jurassic Avenue,Bench,39.15205339,-108.73478974,695738.46614322,4336094.0373261,RT8,24,:05 - :15,E, , ,Yes,25,No,,,Fruita, ,In,0,Intermediate,90
-108.597854873,39.0929541260001,256,S478,West Transfer Facility,Bench/Shelter,39.09295413,-108.59785487,707746.11778253,4329838.90179178,RT8,38,:35,0,Transfer Station,Yes,Yes,45,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,City,No,In,1,Transfer,0
-108.597854873,39.0929541260001,257,S478,West Transfer Facility,Bench/Shelter,39.09295413,-108.59785487,707746.11778253,4329838.90179178,RT8,1,:45,0,Transfer Station,Yes,Yes,45,Yes,1899/12/30 04:45:01+00,1899/12/30 04:45:01+00,City,Yes,Out,1,Transfer,0
-108.653648485,39.11489047,258,S481,Highway 6 and 50 west of Valley Court,Bench,39.11489047,-108.65364849,702857.39814359,4332147.49432231,RT8,10,:45 - :55,N, , ,Yes,80,No,,,County/CDOT, ,Out,0,Intermediate,26
-108.631498621,39.106413418,259,S480,G Road west of Arrowest Road,No,39.10641342,-108.63149862,704797.17173209,4331256.34553614,RT8,8,:45 - :55,N, , ,Yes,90,No,,,City, ,Out,0,Intermediate,0
-108.676213096,39.126295328,260,S482,Highway 6 and 50 east of 20 Road,No,39.12629533,-108.6762131,700873.90775418,4333363.15166602,RT8,12,:55,NE, , ,Yes,90,Yes,1899/12/30 04:55:01+00,1899/12/30 04:55:01+00,County/CDOT, ,Out,0,Intermediate,28
-108.671483301,39.1239280950001,261,S510,Highway 6 and 50 west of 21 Road (Church),No,39.12392809,-108.6714833,701289.55091288,4333110.88851582,RT8,11,:45 - :55,NE, , ,Yes,90,No,,,County/CDOT, ,Out,0,Intermediate,26
-108.737373154,39.150455148,262,S264,Kokopelli Boulevard east of Highway 340,Bench,39.15045515,-108.73737315,695519.63258031,4335911.07316092,RT8,23,:05 - :15,S, , ,Yes,25,No,,,Fruita, ,In,0,Intermediate,180
-108.734889584,39.1578441360001,263,S50,Plum Street south of Aspen Avenue (City Market),Bench,39.15784414,-108.73488958,695713.78493236,4336736.5472145,RT8,25,:05 - :15,W, , ,Yes,25,No,,,Fruita,No,In,0,Intermediate,-90
-108.508763284,39.077209856,264,S90,North Avenue west of 29 ½ Road (Career Center),Bench/Shelter,39.07720986,-108.50876328,715499.99911577,4328299.00513485,RT9,19,:25 - :35,S,"just shelter, no bench",Yes,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.558552348,39.0772778780001,265,S283,North Avenue east of 8th Street,Bench/Shelter,39.07727788,-108.55855235,711192.33601476,4328189.6009238,RT5,5,:15 - :25,S, ,Yes,Yes,30,No,,,City,No,Out,0,Intermediate,180
-108.536540454,39.077247286,266,S117,North Avenue east of 23rd Street (Teller Arms),Bench,39.07724729,-108.53654045,713096.76322368,4328237.61966485,RT9,13,:25 - :35,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.531275358,39.077256022,267,S119,North Avenue east of 28 Road,Bench/Shelter,39.07725602,-108.53127536,713552.24202712,4328250.95573243,RT9,14,:25 - :35,S, ,Yes,Yes,35,No,,,CIty, ,Out,0,Intermediate,180
-108.53420082,39.077489627,268,S120,North Avenue west of 28 Road (Red Cliff Pointe),Bench/Shelter,39.07748963,-108.53420082,713298.44441054,4328270.00991561,RT9,27,:55,N, ,Yes,Yes,35,Yes,1899/12/30 05:55:01+00,1899/12/30 05:55:01+00,City,Yes,In,0,Intermediate,0
-108.527039786,39.0774750030001,269,S121,North Avenue east of 28 ¼ Road (East Gate Shopping Center),Bench,39.077475,-108.52703979,713918.01739493,4328285.22876136,RT9,26,:45 - :55,N, , ,Yes,40,No,,,City, ,In,0,Intermediate,0
-108.528509652,39.0772430430001,270,S122,North Avenue east of 28 ¼ Road (Solaris Square),Bench/Shelter,39.07724304,-108.52850965,713791.55406097,4328256.02160462,RT9,15,:25 - :35,S, ,Yes,Yes,35,No,,,City,Yes,Out,0,Intermediate,180
-108.523028827,39.077222669,271,S123,North Avenue east of 28 ½ Road (Homeward Bound),Bench/Shelter,39.07722267,-108.52302883,714265.78514925,4328266.67596817,RT9,16,:25 - :35,S, ,Yes,Yes,35,No,,,City,Yes,Out,0,Intermediate,180
-108.519294325,39.077184215,272,S124,North Avenue east of 28 ¾ Rd (Walmart),Bench/Shelter,39.07718422,-108.51929432,714588.98969138,4328271.2246311,RT9,17,:25 - :35,S, ,Yes,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.509864689,39.077430706,273,S125,North Avenue east of 29 ¼ Road,Bench,39.07743071,-108.50986469,715404.03967001,4328320.90546382,RT9,23,:45 - :55,N, , ,Yes,40,No,,,City, ,In,0,Intermediate,0
-108.521522134,39.0774739770001,274,S127,North Avenue west of 28 ¾ Road (Texas Road House),Bench,39.07747398,-108.52152213,714395.37455303,4328298.12517983,RT9,25,:45 - :55,N, , ,Yes,40,No,,,City,Yes,In,0,Intermediate,0
-108.539879612,39.0774937950001,275,S160,North Avenue west of 23rd Street (Veterans Hospital),No,39.0774938,-108.53987961,712807.13799842,4328257.15142579,RT5,28,:45 - :55,N, ,Yes,Yes,35,No,,,City,Yes,In,0,Intermediate,0
-108.512502697,39.0772091540001,276,S235,North Avenue east of 29 Road,No,39.07720915,-108.5125027,715176.487866,4328290.06128076,RT9,18,:25 - :35,S, ,Yes,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.549587849,39.0775000300001,277,S291,North Avenue west of 14th Street,No,39.07750003,-108.54958785,711967.22393977,4328235.14141204,RT5,29,:45 - :55,N, , ,Yes,35,No,,,City,Yes,In,0,Intermediate,0
-108.539789109,39.0772406140001,278,S256,North Avenue west of 23rd Street (Veterans Hospital),No,39.07724061,-108.53978911,712815.72887831,4328229.26200142,RT5,8,:25 - :35,S, , ,Yes,35,No,,,City,Yes,Out,0,Intermediate,180
-108.516701398,39.077436162,279,S292,North Avenue west of 29 Road (Big O Tires),Bench,39.07743616,-108.5167014,714812.55077896,4328305.31876795,RT9,24,:45 - :55,N, , ,Yes,40,No,,,City,Yes,In,0,Intermediate,0
-108.55648238,39.0775115760001,280,S424,North Avenue east of Cannell Street (Colorado Mesa University),No,39.07751158,-108.55648238,711370.71906486,4328220.35518984,RT5,30,:45 - :55,N, , ,Yes,30,No,,,City,Yes,In,0,Intermediate,0
-108.503868414,39.0772103310001,281,S434,North Avenue east of Harmony Drive (True Value) ,No,39.07721033,-108.50386841,715923.4751964,4328310.68353844,RT9,20,:25 - :35,S, , ,Yes,35,No,,,County, ,Out,0,Intermediate,180
-108.563595124,39.0632116200001,282,S87,Downtown Transfer Facility (6th Street and South Avenue),Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT9,1,:15,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,City,Yes,Out,1,Transfer,0
-108.459892487,39.086014978,283,S82,Clifton Transfer Station (32 Road and I-70 Business Loop),Bench/Shelter,39.08601498,-108.45989249,719700.71578586,4329393.42877605,RT9,21,:35 - :45,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 05:35:01+00,1899/12/30 05:45:01+00,County/CDOT,Yes,Out,1,Transfer,0
-108.554478035,39.0772789230001,284,S491,North Avenue west of 11th Street (Colorado Mesa University),Bench,39.07727892,-108.55447804,711544.81715307,4328199.19861402,RT5,6,:15 - :25,S, , ,Yes,30,No,,,City,No,Out,0,Intermediate,180
-108.563595124,39.0632116200001,285,S87,Downtown Transfer Facility (6th Street and South Avenue) ,Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT9,38,:05,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 06:05:01+00,1899/12/30 06:05:01+00,City,Yes,In,1,Transfer,0
-108.459622436,39.0810166900001,286,S31,32 Road north of Kennedy Avenue ,Bench,39.08101669,-108.45962244,719739.59457062,4328839.29592429,RT10,2,:45 - :55,W, , ,Yes,25,No,,,County/CDOT, ,Out,0,Intermediate,-90
-108.463827598,39.0628716100001,287,S35,D Road west of Roberts Road, ,39.06287161,-108.4638276,719432.03133854,4326815.11590557,RT10,16,:55 - :05,N, , ,Yes,45,No,,,City, ,Out,0,Intermediate,0
-108.47601873,39.062903944,288,S36,D Road east of Crystal Drive , ,39.06290394,-108.47601873,718377.00128312,4326789.3297549,RT10,18,:55 - :05,N, , ,Yes,45,No,,,City, ,Out,0,Intermediate,0
-108.459226287,39.0722447100001,289,S52,32 Road north Of D ½ Road,Bench,39.07224471,-108.45922629,719801.10014161,4327866.60731453,RT10,43,:25 - :35,E, , ,Yes,45,No,,,County/CDOT, ,In,0,Intermediate,90
-108.45922892,39.075012379,290,S38,32 Road and Hill Ave,Bench,39.07501238,-108.45922892,719792.28004255,4328173.79868207,RT10,44,:25 - :35,E, , ,Yes,45,No,,,County/CDOT, ,In,0,Intermediate,90
-108.459276252,39.0785501840001,291,S39,32 Road north of E Road (Corner Store),Bench,39.07855018,-108.45927625,719777.20124817,4328566.36330912,RT10,45,:25 - :35,E, , ,Yes,45,No,,,County/CDOT, ,In,0,Intermediate,90
-108.459271199,39.0814311510001,292,S40,32 Road and Elm Avenue,Bench,39.08143115,-108.4592712,719768.69333792,4328886.14912466,RT10,46,:25 - :35,E, , ,Yes,45,No,,,County/CDOT, ,In,0,Intermediate,90
-108.440922725,39.0816080490001,293,S41,33 Road north of San Felipe Avenue, ,39.08160805,-108.44092273,721355.46946042,4328950.34856393,RT10,9,:45 - :55,W, , ,Yes,30,No,,,County, ,Out,0,Intermediate,-90
-108.448159152,39.084480834,294,S42,E 1/2 Road west of 32 5/8 Road , ,39.08448083,-108.44815915,720720.48673241,4329251.60053861,RT10,7,:45 - :55,S, , ,Yes,30,No,,,County, ,Out,0,Intermediate,180
-108.450091087,39.0835553410001,295,S43,32 ½ Road south of E ½ Road, ,39.08355534,-108.45009109,720556.24609831,4329144.18085174,RT10,6,:45 - :55,E, , ,Yes,30,No,,,County, ,Out,0,Intermediate,90
-108.450099356,39.0817004640001,296,S44,32 ½ Road south of Lucile Avenue, ,39.08170046,-108.45009936,720561.31109012,4328938.27793372,RT10,5,:45 - :55,E, , ,Yes,30,No,,,County, ,Out,0,Intermediate,90
-108.440846533,39.0777262280001,297,S45,33 Road north of E Road, ,39.07772623,-108.44084653,721374.20096669,4328519.66947678,RT10,10,:55,W, , ,Yes,30,Yes,1899/12/30 04:55:01+00,1899/12/30 04:55:01+00,County, ,Out,0,Intermediate,-90
-108.446949734,39.070125918,298,S48,D ½ Road west of Pera Street (Rocky Mountain Elementary), ,39.07012592,-108.44694973,720869.89350444,4327661.21139968,RT10,12,:55 - :05,N, , ,Yes,30,No,,,County, ,Out,0,Intermediate,0
-108.493811578,39.0699951730001,299,S66,D ½ Road east of Colorow Drive (Pear Park Elementary), ,39.06999517,-108.49381158,716815.63303441,4327533.79822123,RT10,33,:15 - :25,S, , ,Yes,40,No,,,City, ,In,0,Intermediate,180
-108.486047373,39.070003156,300,S61,D 1/2 Road east of 30 1/2 Road ,No,39.07000316,-108.48604737,717487.39554311,4327553.24521002,RT10,34,:15 - :25,S, , ,Yes,40,No,,,City, ,In,0,Intermediate,180
-108.482574781,39.0699989550001,301,S56,D 1/2 Road across from 30 3/4 Road , ,39.06999895,-108.48257478,717787.86985994,4327561.0990884,RT10,35,:15 - :25,S, , ,Yes,40,No,,,City, ,In,0,Intermediate,180
-108.478983327,39.0700166,302,S57,D ½ Road west of 31 Road,Bench,39.0700166,-108.47898333,718098.56144396,4327571.67458121,RT10,36,:15 - :25,S, gravel preventing safe ADA accessibility ,Yes,Yes,40,No,,,City, ,In,0,Intermediate,180
-108.498933728,39.0845306890001,303,S78,Orchard Avenue west of Hall Avenue,No,39.08453069,-108.49893373,716328.02376483,4329134.9466408,RT10,30,:05 - :15,S, , ,Yes,35,No,,,City, ,In,0,Intermediate,180
-108.504170108,39.084506639,304,S344,Orchard Avenue east of 29 ½ Road,No,39.08450664,-108.50417011,715875.12056275,4329119.81597875,RT10,29,:05 - :15,S, , ,Yes,35,No,,,City, ,In,0,Intermediate,180
-108.508763284,39.077209856,305,S90,North Avenue west of 29 ½ Road (Career Center),Bench/Shelter,39.07720986,-108.50876328,715499.99911577,4328299.00513485,RT10,26,:05 - :15,S,"just shelter, no bench",Yes,Yes,35,No,,,City, ,Out,0,Intermediate,180
-108.505688337,39.0789364600001,306,S93,29 1/2 Road at Community Services Campus,Bench/Shelter,39.07893646,-108.50568834,715760.76419434,4328497.94900989,RT10,27,:05 - :15,E, ,Yes,Yes,35,No,,,City,Yes,In,0,Intermediate,90
-108.442187553,39.084475823,307,S348,E 1/2 Road west of Honeycomb Lane , ,39.08447582,-108.44218755,721237.08441281,4329265.57647673,RT10,8,:45 - :55,S, , ,Yes,30,No,,,County, ,Out,0,Intermediate,180
-108.450130783,39.07789883,308,S351,32 ½ Road north of E Road, ,39.07789883,-108.45013078,720570.43850876,4328516.23783109,RT10,4,:45 - :55,E, , ,Yes,30,No,,,County, ,Out,0,Intermediate,90
-108.455959997,39.0772066390001,309,S350,E Road east of Green Acres Street,No,39.07720664,-108.45596,720068.2791936,4328425.26674621,RT10,3,:45 - :55,S, , ,Yes,30,No,,,County, ,Out,0,Intermediate,180
-108.455532365,39.0628325650001,310,S438,D Road west of Riverwood Drive,Bench,39.06283257,-108.45553236,720149.96196948,4326830.85090443,RT10,41,:25 - :35,N, dirt preventing safe ADA accessibility , ,Yes,25,No,,,County, ,In,0,Intermediate,0
-108.450274764,39.06605663,311,S440,32 1/2 Road south of D 1/4 Road , ,39.06605663,-108.45027476,720594.87478663,4327201.46022246,RT10,40,:25,W, bus stopper reflective and responsive product, ,Yes,25,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,County, ,In,0,Intermediate,-90
-108.496672323,39.0819966460001,312,S445,30 Road north of Texas Avenue, ,39.08199665,-108.49667232,716531.40063006,4328859.07119844,RT10,31,:15,W, , ,Yes,35,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,City, ,In,0,Intermediate,-90
-108.470134377,39.069995245,313,S448,D ½ Road and Clear Creek Drive,Bench,39.06999525,-108.47013438,718864.27217586,4327590.58827787,RT10,37,:15 - :25,S, , ,Yes,40,No,,,County, ,In,0,Intermediate,180
-108.459892487,39.086014978,314,S82,Clifton Transfer Station (32 Road and I-70 Business Loop) ,Bench/Shelter,39.08601498,-108.45989249,719700.71578586,4329393.42877605,RT10,1,:45,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 04:45:01+00,1899/12/30 04:45:01+00,County/CDOT,Yes,Out,1,Transfer,0
-108.460869958,39.070002425,315,S502,D ½ Road west of 32 Road (Chatfield Elementary),Bench,39.07000243,-108.46086996,719665.84396472,4327613.7485198,RT10,38,:15 - :25,S, , ,Yes,35,No,,,County, ,In,0,Intermediate,180
-108.441387497,39.070115705,316,S508,D ½ Road west of 33 Road, ,39.0701157,-108.4413875,721351.19291467,4327673.61768508,RT10,11,:55 - :05,N, , ,Yes,30,No,,,County, ,Out,0,Intermediate,0
-108.514992985,39.0762587510001,317,S34,29 Road south of North Avenue,No,39.07625875,-108.51499299,714963.92780009,4328178.67504454,RT10,24,:05 - :15,E, , ,Yes,35,No,,,City, ,Out,0,Intermediate,90
-108.459892487,39.086014978,318,S82,Clifton Transfer Station (32 Road and I-70 Business Loop) ,Bench/Shelter,39.08601498,-108.45989249,719700.71578586,4329393.42877605,RT10,47,:35,0,Transfer Station,Yes,Yes,25,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,County/CDOT,Yes,In,1,Transfer,0
-108.572301699,39.06869664,319,S161,Spruce Street north of Rood Avenue (Justice Center),Bench/Shelter,39.06869664,-108.5723017,710028.28187734,4327205.26197702,RT11,25,:55 - :05,W, advertisements are dirty and the paint on the shelter is faded,Yes,Yes,25,No,,,City,Yes,In,0,Intermediate,-90
-108.573346223,39.071660396,320,S261,Mulberry Street north of West Ouray Avenue ,No,39.0716604,-108.57334622,709929.11897079,4327531.80390249,RT11,24,:55 - :05,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.593460392,39.0854549360001,321,S262,24 ¾ Road north of Highway 6 and  50 (Grand Mesa Center),Bench/Shelter,39.08545494,-108.59346039,708148.27120756,4329016.60786995,RT11,13,:35,SE, ,Yes,Yes,25,Yes,1899/12/30 05:35:01+00,1899/12/30 05:35:01+00,City, ,Out,0,Intermediate,128
-108.577163951,39.074189459,322,S272,Maldonado Street north of Gunnison Avenue (Mesa Fitness),No,39.07418946,-108.57716395,709591.32115789,4327803.6964262,RT11,8,:25 - :35,E, , ,Yes,25,No,,,City, ,Out,0,Intermediate,84
-108.57735009,39.073571207,323,S273,Maldonado Street south of American Way,No,39.07357121,-108.57735009,709577.04692451,4327734.64520448,RT11,23,:55 - :05,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.580390595,39.078526729,324,S274,Rimrock Avenue accross from Walmart ,Bench,39.07852673,-108.5803906,709299.3379446,4328277.66296376,RT11,10,:25 - :35,N, , ,Yes,25,No,,,City, ,Out,0,Intermediate,0
-108.583260052,39.0783742130001,325,S275,Rim Rock Avenue at Lowe's ,Bench/Shelter,39.07837421,-108.58326005,709051.54607456,4328254.12609292,RT11,20,:45 - :55,SW, paint faded on shelter,Yes,Yes,25,No,,,City, ,In,0,Intermediate,209
-108.572995851,39.069595936,326,S462,Rice Street north of White Avenue (Mesa County Sheriff),Bench,39.06959594,-108.57299585,709965.55464117,4327303.4729559,RT11,4,:15 - :25,E, ,Yes,Yes,25,No,,,City, ,Out,0,Intermediate,90
-108.573175092,39.0713090580001,327,S463,Mulberry Street north of West Ouray Avenue,No,39.07130906,-108.57317509,709944.9669974,4327493.20339703,RT11,7,:25 ,E, , ,Yes,25,Yes,1899/12/30 05:25:01+00,1899/12/30 05:25:01+00,City, ,Out,0,Intermediate,90
-108.580294588,39.077183952,328,S464,Base Rock Road south of Rimrock Avenue (Walmart),No,39.07718395,-108.58029459,709311.61379163,4328128.84517296,RT11,21,:55,W, , ,Yes,25,Yes,1899/12/30 05:55:01+00,1899/12/30 05:55:01+00,City, ,In,0,Intermediate,-90
-108.597854873,39.0929541260001,329,S478,West Transfer Facility,Bench/Shelter,39.09295413,-108.59785487,707746.11778253,4329838.90179178,RT11,15,:45,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 05:40:01+00,1899/12/30 05:45:01+00,City,Yes,In,1,Transfer,0
-108.563595124,39.0632116200001,330,S87,Downtown Transfer Facility (6th Street and South Avenue),Bench/Shelter,39.06321162,-108.56359512,710797.93582667,4326616.62780403,RT11,1,:15,0,Transfer Station,Yes,Yes,30,Yes,1899/12/30 05:15:01+00,1899/12/30 05:15:01+00,City,Yes,Out,1,Transfer,0
-108.587166282,39.067123673,331,S476,Power Road at Safeway ,No,39.06712367,-108.58716628,708746.77535622,4326996.41259928,RT11,5,:15 - :25,S, , ,Yes,35,No,,,City, ,Out,0,Intermediate,192
-108.580195268,39.0675616080001,332,S295,Highway 340 west of West Avenue (Riverside),Bench,39.06756161,-108.58019527,709348.65375081,4327061.0612902,RT11,6,:15 - :25,S, no cut outs onto sidewalk for ADA accessibility ,Yes,Yes,35,No,,,City/CDOT, ,Out,0,Intermediate,165
-108.584828872,39.080156994,333,S504,Bogart Lane south of West Independent Avenue (Sonic) ,No,39.08015699,-108.58482887,708910.56293753,4328448.39267061,RT11,19,:45 - :55,W, , ,Yes,25,No,,,City, ,In,0,Intermediate,-90
-108.584643202,39.080285722,334,S509,Bogart Lane south of West Independent Avenue (Chick Fil-A),No,39.08028572,-108.5846432,708926.24533556,4328463.10759094,RT11,11,:25 - :35,E, , ,Yes,25,No,,,City, ,Out,0,Intermediate,90
-108.591880703,39.082701801,335,S505,West Independent Avenue east of 24 ¾ Road (behind Cottonwood Mall),No,39.0827018,-108.5918807,708293.02162574,4328714.65107636,RT11,12,:25 - :35,NE, , ,Yes,25,No,,,City, ,Out,0,Intermediate,28
-108.591965058,39.082608759,336,S506,West Independent Avenue east of 24 ¾ Road (behind Cottonwood Mall),No,39.08260876,-108.59196506,708285.99809715,4328704.13069281,RT11,18,:45 - :55,SW, ,Yes,Yes,25,No,,,City, ,In,0,Intermediate,208
-108.595281805,39.0852137620001,337,S32,Frontage Road west of 24 ¾ Road,No,39.08521376,-108.5952818,707991.42182042,4328985.66591888,RT11,17,:45 - :55,S, , ,Yes,25,No,,,City, ,In,0,Intermediate,205
